Date,P_norte,P_sur,P_oeste,P_este,P_ext_este,P_ext_sur,P_ext_oeste,P_ext_norte,T_int1,RH,lux,T_atico
2021-12-20 14:00:00,14.611,15.209,14.337,15.47,21.772,19.228,22.182,17.32,18.319,51.542,2566.2,39.346
2021-12-20 14:15:00,14.595,15.199,14.322,15.464,21.009,18.919,25.876,17.659,18.557,52.196,2132.6,40.602
2021-12-20 14:30:00,14.587,15.19,14.319,15.463,20.755,19.036,28.247,17.469,18.699,52.619,1044.6,41.736
2021-12-20 14:45:00,14.554,15.151,14.289,15.415,20.323,18.458,23.835,17.018,18.081,53.676,1060.4,37.261
2021-12-20 15:00:00,14.478,15.049,14.217,15.309,19.554,17.556,21.607,16.326,17.368,54.802,1281.1,31.97
2021-12-20 15:15:00,14.381,14.928,14.129,15.191,18.852,16.774,20.012,15.81,16.796,55.696,942.1,29.24
2021-12-20 15:30:00,14.282,14.815,14.039,15.082,18.536,16.58,20.305,15.591,16.534,55.961,1020.9,28.766
2021-12-20 15:45:00,14.192,14.711,13.957,14.984,18.065,16.534,20.698,15.5,16.368,56.058,965.8,29.615
2021-12-20 16:00:00,14.101,14.61,13.876,14.889,17.32,15.766,19.988,15.0,16.058,56.406,957.9,27.431
2021-12-20 16:15:00,14.012,14.512,13.799,14.801,17.009,15.491,20.018,14.692,15.867,56.256,918.5,27.038
2021-12-20 16:30:00,13.934,14.429,13.735,14.72,16.905,15.417,22.835,14.631,15.819,55.733,1202.3,27.604
2021-12-20 16:45:00,13.861,14.352,13.675,14.646,16.476,15.061,20.254,14.208,15.605,55.974,618.9,26.207
2021-12-20 17:00:00,13.771,14.253,13.596,14.548,15.552,14.165,17.966,13.266,15.151,56.148,500.6,22.202
2021-12-20 17:15:00,13.675,14.156,13.512,14.445,14.773,13.443,17.21,12.583,14.816,54.489,335.1,20.603
2021-12-20 17:30:00,13.572,14.045,13.424,14.339,14.066,12.731,15.579,11.874,14.457,54.436,350.8,18.937
2021-12-20 17:45:00,13.47,13.937,13.336,14.241,13.623,12.258,14.68,11.376,14.194,54.823,319.3,18.319
2021-12-20 18:00:00,13.367,13.826,13.248,14.137,12.796,11.428,13.775,10.577,13.834,54.951,98.5,15.843
2021-12-20 18:15:00,13.258,13.708,13.157,14.023,11.975,10.629,12.379,9.886,13.449,55.831,11.8,13.738
2021-12-20 18:30:00,13.147,13.592,13.063,13.907,11.251,9.946,11.353,9.199,13.064,56.164,11.8,12.098
2021-12-20 18:45:00,13.037,13.482,12.969,13.793,10.782,9.503,10.745,8.758,12.823,57.388,11.8,11.248
2021-12-20 19:00:00,12.936,13.38,12.883,13.691,10.534,9.316,10.435,8.539,12.63,58.374,11.8,10.712
2021-12-20 19:15:00,12.844,13.29,12.806,13.598,10.216,9.095,10.064,8.262,12.509,59.603,11.8,10.369
2021-12-20 19:30:00,12.76,13.201,12.736,13.512,9.854,8.775,9.617,7.935,12.364,60.38,11.8,10.026
2021-12-20 19:45:00,12.68,13.12,12.671,13.43,9.552,8.549,9.305,7.713,12.268,60.925,11.8,9.682
2021-12-20 20:00:00,12.606,13.046,12.612,13.353,9.321,8.399,8.979,7.533,12.171,61.763,11.8,9.854
2021-12-20 20:15:00,12.536,12.978,12.559,13.284,9.094,8.188,8.751,7.332,12.05,62.007,11.8,9.312
2021-12-20 20:30:00,12.471,12.916,12.508,13.222,8.855,7.953,8.507,7.119,11.953,62.138,11.8,8.965
2021-12-20 20:45:00,12.409,12.858,12.461,13.163,8.641,7.741,8.279,6.933,11.88,62.448,11.8,8.717
2021-12-20 21:00:00,12.351,12.802,12.419,13.106,8.366,7.495,7.97,6.705,11.807,63.196,11.8,8.568
2021-12-20 21:15:00,12.298,12.751,12.378,13.052,8.124,7.269,7.727,6.504,11.734,63.446,11.8,8.07
2021-12-20 21:30:00,12.245,12.699,12.341,12.999,7.901,7.088,7.498,6.32,11.686,63.788,11.8,7.97
2021-12-20 21:45:00,12.195,12.651,12.308,12.951,7.682,6.944,7.332,6.164,11.589,64.062,11.8,7.795
2021-12-20 22:00:00,12.148,12.606,12.275,12.904,7.447,6.8,7.099,5.968,11.54,64.345,11.8,7.695
2021-12-20 22:15:00,12.102,12.56,12.245,12.858,7.23,6.712,6.909,5.805,11.467,64.448,11.8,7.82
2021-12-20 22:30:00,12.059,12.517,12.214,12.812,6.974,6.48,6.642,5.619,11.419,64.498,11.8,7.544
2021-12-20 22:45:00,12.015,12.474,12.186,12.769,6.743,6.188,6.425,5.42,11.346,64.601,11.8,7.015
2021-12-20 23:00:00,11.974,12.434,12.157,12.728,6.631,6.148,6.272,5.351,11.273,64.936,11.8,7.091
2021-12-20 23:15:00,11.933,12.394,12.131,12.687,6.393,5.934,6.032,5.055,11.224,65.072,11.8,6.687
2021-12-20 23:30:00,11.892,12.357,12.104,12.65,6.151,5.73,5.783,4.757,11.151,65.291,11.8,6.23
2021-12-20 23:45:00,11.854,12.319,12.08,12.612,6.052,5.632,5.691,4.659,11.102,65.6,11.8,6.051
2021-12-21 00:00:00,11.816,12.283,12.056,12.574,5.882,5.488,5.587,4.558,11.053,65.88,11.8,5.975
2021-12-21 00:15:00,11.781,12.248,12.031,12.536,5.768,5.481,5.497,4.514,11.005,66.073,11.8,6.255
2021-12-21 00:30:00,11.746,12.211,12.007,12.502,5.547,5.301,5.33,4.299,10.956,66.208,11.8,5.975
2021-12-21 00:45:00,11.713,12.177,11.983,12.464,5.379,5.211,5.095,4.159,10.907,66.228,11.8,5.796
2021-12-21 01:00:00,11.678,12.142,11.959,12.428,5.287,5.05,4.963,4.051,10.834,66.416,11.8,5.488
2021-12-21 01:15:00,11.645,12.109,11.933,12.393,5.239,4.943,4.893,3.955,10.81,66.556,11.8,5.36
2021-12-21 01:30:00,11.611,12.077,11.91,12.36,5.126,4.872,4.785,3.868,10.761,66.834,11.8,5.36
2021-12-21 01:45:00,11.579,12.043,11.886,12.325,5.019,4.817,4.67,3.809,10.712,66.911,11.8,5.462
2021-12-21 02:00:00,11.549,12.01,11.862,12.292,4.911,4.602,4.451,3.641,10.687,67.136,11.8,5.102
2021-12-21 02:15:00,11.517,11.98,11.837,12.258,4.846,4.525,4.382,3.561,10.638,67.299,11.8,5.024
2021-12-21 02:30:00,11.485,11.95,11.813,12.227,4.854,4.561,4.447,3.612,10.614,67.467,11.8,5.231
2021-12-21 02:45:00,11.456,11.918,11.79,12.195,4.811,4.542,4.426,3.612,10.59,67.576,11.8,5.411
2021-12-21 03:00:00,11.428,11.886,11.765,12.162,4.783,4.589,4.441,3.651,10.541,67.424,11.8,5.591
2021-12-21 03:15:00,11.397,11.851,11.74,12.128,4.769,4.605,4.428,3.658,10.516,67.42,11.8,5.565
2021-12-21 03:30:00,11.367,11.819,11.715,12.096,4.736,4.498,4.402,3.605,10.492,67.444,11.8,5.462
2021-12-21 03:45:00,11.339,11.79,11.69,12.068,4.704,4.446,4.379,3.581,10.467,67.611,11.8,5.411
2021-12-21 04:00:00,11.311,11.76,11.666,12.037,4.613,4.403,4.281,3.525,10.443,67.721,11.8,5.539
2021-12-21 04:15:00,11.282,11.73,11.64,12.006,4.537,4.259,4.208,3.439,10.418,67.831,11.8,5.36
2021-12-21 04:30:00,11.253,11.701,11.616,11.977,4.43,4.138,4.11,3.361,10.394,68.055,11.8,5.282
2021-12-21 04:45:00,11.225,11.672,11.592,11.948,4.364,4.094,4.045,3.327,10.369,68.25,11.8,5.308
2021-12-21 05:00:00,11.195,11.643,11.566,11.919,4.329,4.099,4.019,3.323,10.345,68.331,11.8,5.257
2021-12-21 05:15:00,11.164,11.613,11.537,11.887,4.291,4.092,3.999,3.312,10.32,68.269,11.8,5.231
2021-12-21 05:30:00,11.137,11.583,11.511,11.859,4.316,4.138,4.02,3.347,10.296,68.521,11.8,5.36
2021-12-21 05:45:00,11.11,11.554,11.485,11.83,4.439,4.294,4.156,3.449,10.296,68.606,19.7,5.821
2021-12-21 06:00:00,11.084,11.523,11.461,11.798,4.62,4.459,4.322,3.609,10.296,68.207,67.0,6.585
2021-12-21 06:15:00,11.061,11.497,11.437,11.772,4.945,4.744,4.607,3.879,10.345,67.817,130.1,7.268
2021-12-21 06:30:00,11.043,11.479,11.418,11.752,5.385,5.139,5.029,4.267,10.443,67.406,208.9,8.593
2021-12-21 06:45:00,11.03,11.469,11.405,11.74,5.883,5.489,5.35,4.6,10.541,67.081,272.0,9.558
2021-12-21 07:00:00,11.027,11.469,11.399,11.737,6.783,6.143,5.979,5.264,10.761,66.576,500.6,11.565
2021-12-21 07:15:00,11.033,11.479,11.402,11.743,7.569,6.769,6.515,5.767,10.98,65.896,611.0,13.233
2021-12-21 07:30:00,11.053,11.504,11.414,11.763,8.95,8.014,7.27,6.414,11.297,64.65,792.3,15.843
2021-12-21 07:45:00,11.093,11.548,11.444,11.804,12.051,10.576,7.915,7.045,11.807,63.371,950.0,19.841
2021-12-21 08:00:00,11.146,11.608,11.494,11.862,16.408,13.517,8.621,7.856,12.389,62.329,1115.6,24.388
2021-12-21 08:15:00,11.206,11.68,11.557,11.933,18.858,15.194,8.816,8.187,12.799,61.485,1304.8,25.768
2021-12-21 08:30:00,11.277,11.76,11.62,12.01,19.796,15.678,9.316,8.686,13.137,60.684,1257.5,25.914
2021-12-21 08:45:00,11.353,11.833,11.675,12.081,20.926,16.726,10.211,9.311,13.425,60.494,1470.3,27.456
2021-12-21 09:00:00,11.44,11.921,11.745,12.168,22.535,17.931,10.812,9.521,13.93,60.071,2038.0,29.74
2021-12-21 09:15:00,11.54,12.022,11.828,12.266,24.306,18.035,11.78,10.299,14.314,59.685,2313.9,31.484
2021-12-21 09:30:00,11.651,12.13,11.921,12.37,25.245,18.415,12.272,10.854,14.625,58.508,1864.5,32.846
2021-12-21 09:45:00,11.742,12.216,11.99,12.446,24.318,18.299,12.583,11.241,14.529,58.793,1746.3,31.561
2021-12-21 10:00:00,11.854,12.317,12.071,12.541,25.305,19.059,13.97,12.273,15.127,58.227,2069.5,34.969
2021-12-21 10:15:00,11.953,12.428,12.151,12.631,24.297,18.745,14.812,12.992,15.151,57.9,1959.1,33.704
2021-12-21 10:30:00,12.007,12.502,12.201,12.687,22.988,18.075,15.111,13.509,14.816,58.419,1446.7,31.612
2021-12-21 10:45:00,12.075,12.571,12.252,12.754,23.66,19.392,16.448,14.554,15.151,57.99,2550.4,34.783
2021-12-21 11:00:00,12.214,12.707,12.346,12.874,24.962,20.895,17.657,15.773,15.986,56.487,2542.5,39.234
2021-12-21 11:15:00,12.301,12.811,12.423,12.962,24.02,20.059,17.696,15.88,15.819,57.067,1998.5,36.878
2021-12-21 11:30:00,12.387,12.901,12.494,13.046,24.104,21.23,18.588,16.491,16.034,55.613,2250.8,37.398
2021-12-21 11:45:00,12.487,13.014,12.577,13.148,24.605,21.345,19.279,17.335,16.392,55.666,1706.8,39.403
2021-12-21 12:00:00,12.545,13.084,12.634,13.21,24.026,21.218,19.366,17.592,16.129,56.022,1596.5,37.069
2021-12-21 12:15:00,12.592,13.12,12.677,13.255,23.927,20.948,19.279,17.357,16.082,56.319,2069.5,36.335
2021-12-21 12:30:00,12.71,13.263,12.779,13.397,24.549,21.552,20.359,17.883,16.963,55.232,1651.6,40.458
2021-12-21 12:45:00,12.773,13.326,12.835,13.452,24.297,21.313,20.589,17.987,16.606,55.759,1643.8,37.233
2021-12-21 13:00:00,12.861,13.419,12.912,13.556,24.477,21.649,24.229,19.256,17.32,55.59,2581.9,42.297
2021-12-21 13:15:00,12.956,13.538,13.005,13.67,23.163,20.381,23.321,18.507,17.153,56.024,2274.5,38.282
2021-12-21 13:30:00,13.051,13.625,13.093,13.787,22.844,20.702,27.31,18.898,17.629,55.942,2329.7,41.123
2021-12-21 13:45:00,13.132,13.709,13.174,13.883,21.746,20.073,25.077,17.837,17.368,56.178,816.0,37.673
2021-12-21 14:00:00,13.171,13.73,13.213,13.91,21.627,19.915,25.867,17.88,17.106,56.382,2558.3,36.688
2021-12-21 14:15:00,13.207,13.759,13.251,13.948,20.942,19.453,27.245,17.622,17.106,56.413,1407.3,36.905
2021-12-21 14:30:00,13.243,13.789,13.288,13.984,20.376,19.256,29.084,17.397,17.13,56.294,1375.7,37.315
2021-12-21 14:45:00,13.269,13.801,13.317,14.003,20.086,18.794,29.894,17.079,17.011,56.824,1635.9,36.444
2021-12-21 15:00:00,13.29,13.813,13.342,14.018,19.485,18.439,31.587,16.97,16.915,57.053,1628.0,36.417
2021-12-21 15:15:00,13.303,13.814,13.359,14.023,19.267,18.588,33.019,16.649,16.796,57.186,1628.0,35.502
2021-12-21 15:30:00,13.303,13.801,13.364,14.011,18.928,18.173,33.36,16.362,16.511,57.688,1344.2,33.678
2021-12-21 15:45:00,13.29,13.777,13.356,13.988,18.369,17.531,33.909,15.979,16.225,58.006,1178.6,31.842
2021-12-21 16:00:00,13.263,13.739,13.338,13.954,17.5,16.641,34.336,15.596,15.915,58.44,1052.5,29.865
2021-12-21 16:15:00,13.228,13.694,13.311,13.913,16.795,16.004,34.888,15.308,15.629,58.727,910.6,27.751
2021-12-21 16:30:00,13.181,13.64,13.276,13.862,15.864,14.998,32.489,14.48,15.294,58.974,327.2,24.895
2021-12-21 16:45:00,13.112,13.557,13.218,13.786,14.613,13.654,24.823,13.332,14.697,58.069,374.5,20.15
2021-12-21 17:00:00,13.035,13.467,13.151,13.712,13.937,13.093,23.102,12.633,14.361,56.995,453.3,18.699
2021-12-21 17:15:00,12.956,13.374,13.084,13.631,13.041,12.272,21.29,11.655,14.002,57.481,208.9,16.939
2021-12-21 17:30:00,12.868,13.282,13.008,13.544,12.449,11.639,19.233,11.0,13.618,57.751,153.7,16.963
2021-12-21 17:45:00,12.778,13.188,12.93,13.457,11.977,11.111,19.221,10.455,13.281,58.058,98.5,14.409
2021-12-21 18:00:00,12.69,13.096,12.855,13.37,11.385,10.617,19.768,9.955,12.968,58.158,82.8,13.281
2021-12-21 18:15:00,12.604,13.013,12.784,13.282,10.556,9.806,16.461,9.259,12.678,58.709,11.8,11.953
2021-12-21 18:30:00,12.52,12.925,12.714,13.195,9.931,9.18,14.43,8.616,12.389,59.287,11.8,10.345
2021-12-21 18:45:00,12.434,12.838,12.642,13.109,9.526,8.714,13.159,8.173,12.147,59.96,11.8,9.583
2021-12-21 19:00:00,12.354,12.757,12.574,13.028,9.247,8.43,12.354,7.835,11.977,60.494,11.8,9.336
2021-12-21 19:15:00,12.278,12.684,12.515,12.956,9.004,8.184,11.731,7.558,11.856,60.916,11.8,9.829
2021-12-21 19:30:00,12.21,12.621,12.464,12.891,8.838,7.984,11.25,7.31,11.783,61.581,11.8,8.891
2021-12-21 19:45:00,12.146,12.562,12.419,12.831,8.619,7.768,10.823,7.144,11.637,61.263,11.8,8.593
2021-12-21 20:00:00,12.087,12.506,12.378,12.775,8.402,7.489,10.309,6.862,11.589,61.842,11.8,8.27
2021-12-21 20:15:00,12.033,12.456,12.343,12.725,8.074,7.259,9.993,6.658,11.516,62.093,11.8,8.095
2021-12-21 20:30:00,11.983,12.409,12.314,12.678,7.832,7.022,9.623,6.436,11.516,62.62,11.8,7.242
2021-12-21 20:45:00,11.936,12.367,12.292,12.636,7.732,6.924,9.358,6.312,11.443,63.192,11.8,7.116
2021-12-21 21:00:00,11.892,12.328,12.27,12.597,7.497,6.707,9.019,6.104,11.419,63.625,11.8,6.94
2021-12-21 21:15:00,11.853,12.29,12.254,12.56,7.348,6.571,8.703,5.915,11.37,64.082,11.8,6.788
2021-12-21 21:30:00,11.818,12.257,12.242,12.527,7.19,6.474,8.501,5.8,11.321,64.51,11.8,6.763
2021-12-21 21:45:00,11.783,12.227,12.231,12.494,7.018,6.318,8.283,5.663,11.273,64.733,11.8,6.585
2021-12-21 22:00:00,11.749,12.196,12.221,12.464,6.906,6.215,8.109,5.563,11.224,64.927,11.8,6.509
2021-12-21 22:15:00,11.719,12.169,12.214,12.437,6.778,6.076,7.906,5.425,11.175,65.15,11.8,6.382
2021-12-21 22:30:00,11.69,12.143,12.21,12.409,6.655,6.003,7.745,5.343,11.151,65.406,11.8,6.331
2021-12-21 22:45:00,11.665,12.119,12.205,12.384,6.482,5.886,7.531,5.216,11.102,65.687,11.8,6.255
2021-12-21 23:00:00,11.64,12.098,12.204,12.36,6.396,5.92,7.439,5.206,11.078,65.999,11.8,6.585
2021-12-21 23:15:00,11.617,12.077,12.202,12.335,6.213,5.773,7.215,5.09,11.029,66.164,11.8,6.306
2021-12-21 23:30:00,11.593,12.054,12.202,12.313,6.013,5.55,6.933,4.905,10.98,66.529,11.8,5.924
2021-12-21 23:45:00,11.57,12.031,12.201,12.289,5.839,5.419,6.75,4.736,10.956,66.841,11.8,5.719
2021-12-22 00:00:00,11.546,12.009,12.198,12.264,5.659,5.227,6.541,4.556,10.907,67.176,11.8,5.411
2021-12-22 00:15:00,11.523,11.986,12.195,12.24,5.533,5.197,6.384,4.509,10.858,67.311,11.8,5.745
2021-12-22 00:30:00,11.501,11.962,12.192,12.214,5.507,5.216,6.387,4.53,10.834,67.392,11.8,5.821
2021-12-22 00:45:00,11.479,11.94,12.189,12.193,5.513,5.156,6.339,4.449,10.81,67.588,11.8,5.693
2021-12-22 01:00:00,11.458,11.921,12.186,12.172,5.512,5.071,6.26,4.387,10.785,67.813,11.8,5.642
2021-12-22 01:15:00,11.438,11.901,12.183,12.151,5.44,5.011,6.161,4.342,10.785,67.87,11.8,5.668
2021-12-22 01:30:00,11.418,11.883,12.181,12.133,5.422,5.016,6.159,4.338,10.761,68.065,11.8,5.693
2021-12-22 01:45:00,11.4,11.865,12.177,12.112,5.338,4.935,6.025,4.257,10.736,68.09,11.8,5.719
2021-12-22 02:00:00,11.38,11.843,12.174,12.09,5.3,4.913,5.973,4.244,10.712,68.142,11.8,5.796
2021-12-22 02:15:00,11.361,11.824,12.168,12.071,5.235,4.872,5.885,4.208,10.712,68.313,11.8,5.719
2021-12-22 02:30:00,11.341,11.803,12.162,12.05,5.058,4.697,5.687,4.063,10.687,68.309,11.8,5.565
2021-12-22 02:45:00,11.32,11.781,12.152,12.027,4.939,4.6,5.509,3.958,10.663,68.418,11.8,5.411
2021-12-22 03:00:00,11.298,11.759,12.142,12.004,4.83,4.486,5.39,3.85,10.614,68.495,11.8,5.179
2021-12-22 03:15:00,11.277,11.734,12.131,11.978,4.782,4.413,5.324,3.776,10.59,68.547,11.8,5.205
2021-12-22 03:30:00,11.254,11.71,12.119,11.954,4.736,4.377,5.292,3.745,10.565,68.543,11.8,5.334
2021-12-22 03:45:00,11.234,11.687,12.107,11.933,4.765,4.397,5.309,3.779,10.565,68.657,11.8,5.514
2021-12-22 04:00:00,11.213,11.666,12.096,11.913,4.806,4.449,5.361,3.838,10.565,68.799,11.8,5.616
2021-12-22 04:15:00,11.193,11.645,12.086,11.893,4.785,4.444,5.313,3.827,10.541,68.937,11.8,5.565
2021-12-22 04:30:00,11.174,11.624,12.072,11.871,4.798,4.477,5.311,3.825,10.541,69.022,11.8,5.539
2021-12-22 04:45:00,11.152,11.601,12.059,11.85,4.872,4.535,5.396,3.901,10.516,69.16,11.8,5.693
2021-12-22 05:00:00,11.132,11.579,12.043,11.828,4.798,4.506,5.3,3.873,10.492,68.984,11.8,5.693
2021-12-22 05:15:00,11.11,11.554,12.027,11.803,4.676,4.353,5.098,3.727,10.492,68.899,11.8,5.514
2021-12-22 05:30:00,11.085,11.528,12.007,11.774,4.67,4.296,5.055,3.701,10.443,68.691,11.8,5.488
2021-12-22 05:45:00,11.062,11.501,11.986,11.746,4.556,4.2,4.864,3.544,10.443,68.463,11.8,5.77
2021-12-22 06:00:00,11.04,11.472,11.965,11.718,4.602,4.316,4.88,3.617,10.443,68.263,51.2,6.408
2021-12-22 06:15:00,11.018,11.449,11.947,11.693,4.817,4.501,5.103,3.825,10.467,68.125,106.4,6.965
2021-12-22 06:30:00,11.001,11.432,11.931,11.675,5.006,4.616,5.263,3.927,10.541,67.796,161.6,7.594
2021-12-22 06:45:00,10.985,11.417,11.915,11.658,5.079,4.59,5.345,3.992,10.565,67.744,161.6,7.368
2021-12-22 07:00:00,10.968,11.4,11.9,11.642,5.089,4.473,5.243,3.907,10.59,67.805,169.5,7.142
2021-12-22 07:15:00,10.95,11.382,11.883,11.622,5.063,4.394,5.158,3.848,10.565,67.944,193.2,6.94
2021-12-22 07:30:00,10.933,11.362,11.865,11.602,5.321,4.743,5.332,4.04,10.59,67.805,240.5,7.645
2021-12-22 07:45:00,10.918,11.347,11.848,11.584,5.712,5.274,5.823,4.436,10.663,67.504,413.9,8.817
2021-12-22 08:00:00,10.908,11.338,11.833,11.569,5.941,5.744,6.19,4.678,10.785,66.407,547.9,10.712
2021-12-22 08:15:00,10.91,11.342,11.825,11.569,6.916,6.723,7.08,5.48,11.029,65.645,713.5,13.016
2021-12-22 08:30:00,10.927,11.365,11.833,11.587,8.277,7.793,8.107,6.423,11.346,65.065,942.1,15.247
2021-12-22 08:45:00,10.96,11.409,11.86,11.627,9.786,8.889,8.827,7.237,11.734,64.553,1068.2,17.344
2021-12-22 09:00:00,11.003,11.461,11.893,11.672,10.991,9.805,9.737,8.11,12.05,63.822,1265.3,19.199
2021-12-22 09:15:00,11.05,11.517,11.931,11.722,11.514,9.993,10.086,8.539,12.243,63.446,1091.9,19.96
2021-12-22 09:30:00,11.094,11.566,11.968,11.769,11.863,10.404,10.62,9.052,12.364,63.292,1028.8,20.174
2021-12-22 09:45:00,11.132,11.608,12.0,11.81,12.009,10.589,10.976,9.423,12.461,63.396,965.8,20.484
2021-12-22 10:00:00,11.166,11.643,12.027,11.847,12.178,10.456,10.867,9.449,12.534,63.379,1060.4,20.531
2021-12-22 10:15:00,11.206,11.686,12.059,11.887,12.728,10.693,11.199,9.895,12.727,63.061,1265.3,21.413
2021-12-22 10:30:00,11.256,11.737,12.095,11.936,13.427,11.225,11.678,10.436,13.016,62.493,1580.7,23.184
2021-12-22 10:45:00,11.33,11.813,12.146,12.004,14.726,12.503,12.754,11.291,13.546,61.579,2132.6,25.963
2021-12-22 11:00:00,11.45,11.933,12.228,12.107,16.105,13.532,13.446,11.89,14.242,60.002,2132.6,28.543
2021-12-22 11:15:00,11.538,12.028,12.296,12.187,16.79,14.134,14.334,12.485,14.361,60.021,2495.2,28.617
2021-12-22 11:30:00,11.687,12.162,12.391,12.316,17.824,15.576,15.454,13.354,15.127,59.158,2660.8,32.073
2021-12-22 11:45:00,11.828,12.32,12.503,12.456,18.613,16.0,16.369,14.207,15.557,58.294,2179.9,33.365
2021-12-22 12:00:00,11.936,12.45,12.597,12.57,19.793,17.358,17.766,15.067,15.676,58.192,1549.2,35.502
2021-12-22 12:15:00,11.971,12.479,12.636,12.601,18.047,15.355,15.59,13.783,14.84,59.86,737.1,27.875
2021-12-22 12:30:00,11.969,12.456,12.64,12.594,17.424,14.554,14.792,13.58,14.385,61.274,950.0,25.841
2021-12-22 12:45:00,11.954,12.426,12.631,12.574,16.374,13.919,14.141,12.831,13.978,62.213,618.9,23.304
2021-12-22 13:00:00,11.919,12.369,12.603,12.53,15.14,12.889,12.895,12.013,13.522,62.843,477.0,20.126
2021-12-22 13:15:00,11.878,12.31,12.568,12.48,14.862,12.723,12.567,11.812,13.305,63.042,555.8,19.698
2021-12-22 13:30:00,11.837,12.258,12.53,12.435,14.677,12.742,12.402,11.675,13.185,62.992,650.4,19.627
2021-12-22 13:45:00,11.809,12.224,12.5,12.403,15.099,13.043,12.844,12.065,13.233,62.559,886.9,20.96
2021-12-22 14:00:00,11.795,12.213,12.483,12.388,15.731,13.709,13.711,12.711,13.401,62.47,1107.7,22.729
2021-12-22 14:15:00,11.8,12.228,12.483,12.396,16.491,14.445,15.494,13.711,13.714,61.755,1691.1,25.453
2021-12-22 14:30:00,11.828,12.276,12.506,12.434,16.534,14.581,15.956,13.733,14.026,60.74,1225.9,26.182
2021-12-22 14:45:00,11.84,12.292,12.512,12.44,16.055,14.208,15.584,13.512,13.906,60.75,1162.9,24.291
2021-12-22 15:00:00,11.853,12.304,12.518,12.45,16.065,14.265,17.019,13.907,14.002,60.142,1139.2,25.355
2021-12-22 15:15:00,11.856,12.307,12.518,12.45,15.736,13.919,16.705,13.72,13.882,60.301,1020.9,23.737
2021-12-22 15:30:00,11.853,12.301,12.514,12.446,15.469,13.569,16.519,13.616,13.786,60.166,910.6,23.112
2021-12-22 15:45:00,11.843,12.284,12.502,12.432,14.979,13.16,16.318,13.269,13.642,60.083,823.9,22.226
2021-12-22 16:00:00,11.834,12.26,12.49,12.42,14.503,13.249,19.54,12.855,13.642,59.071,1155.0,22.633
2021-12-22 16:15:00,11.815,12.233,12.474,12.4,13.506,12.63,19.2,11.95,13.401,58.704,989.4,20.412
2021-12-22 16:30:00,11.777,12.178,12.435,12.357,12.648,11.681,16.985,11.387,13.064,57.904,390.2,18.057
2021-12-22 16:45:00,11.734,12.122,12.393,12.316,12.379,11.42,18.817,11.075,12.847,58.169,398.1,17.701
2021-12-22 17:00:00,11.686,12.068,12.344,12.266,11.825,10.666,15.33,10.464,12.558,58.034,406.0,15.843
2021-12-22 17:15:00,11.634,12.01,12.295,12.205,11.158,10.047,13.458,9.785,12.268,58.108,193.2,14.05
2021-12-22 17:30:00,11.57,11.934,12.234,12.13,10.265,9.12,11.698,8.922,11.88,57.838,90.7,11.662
2021-12-22 17:45:00,11.499,11.85,12.168,12.054,9.635,8.542,10.684,8.322,11.589,58.566,35.5,10.345
2021-12-22 18:00:00,11.426,11.765,12.099,11.975,9.066,8.009,9.788,7.752,11.346,58.497,11.8,9.188
2021-12-22 18:15:00,11.352,11.68,12.03,11.895,8.511,7.514,9.098,7.267,11.175,59.743,11.8,8.319
2021-12-22 18:30:00,11.276,11.598,11.965,11.815,8.163,7.211,8.658,6.957,11.053,60.048,11.8,7.72
2021-12-22 18:45:00,11.204,11.525,11.904,11.742,7.887,6.99,8.335,6.712,10.956,60.503,11.8,7.368
2021-12-22 19:00:00,11.14,11.458,11.847,11.675,7.658,6.797,8.048,6.499,10.858,60.722,11.8,7.116
2021-12-22 19:15:00,11.081,11.397,11.793,11.614,7.404,6.604,7.793,6.301,10.761,61.176,11.8,6.914
2021-12-22 19:30:00,11.027,11.342,11.743,11.561,7.201,6.42,7.547,6.092,10.687,61.632,11.8,6.712
2021-12-22 19:45:00,10.976,11.291,11.698,11.51,7.017,6.256,7.33,5.925,10.614,62.029,11.8,6.585
2021-12-22 20:00:00,10.93,11.244,11.654,11.463,6.837,6.104,7.121,5.76,10.541,62.367,11.8,6.357
2021-12-22 20:15:00,10.886,11.199,11.613,11.417,6.718,5.987,6.949,5.619,10.492,62.825,11.8,6.255
2021-12-22 20:30:00,10.846,11.158,11.575,11.376,6.588,5.893,6.819,5.518,10.443,63.166,11.8,6.153
2021-12-22 20:45:00,10.808,11.122,11.54,11.339,6.487,5.823,6.709,5.425,10.394,63.739,11.8,6.179
2021-12-22 21:00:00,10.774,11.087,11.51,11.306,6.363,5.765,6.587,5.343,10.369,64.169,11.8,6.23
2021-12-22 21:15:00,10.742,11.055,11.479,11.272,6.232,5.672,6.445,5.234,10.32,64.479,11.8,6.281
2021-12-22 21:30:00,10.713,11.024,11.45,11.242,6.046,5.507,6.266,5.089,10.271,64.933,11.8,6.026
2021-12-22 21:45:00,10.683,10.994,11.425,11.21,5.926,5.396,6.15,5.002,10.222,65.155,11.8,5.872
2021-12-22 22:00:00,10.655,10.965,11.399,11.181,5.875,5.38,6.089,4.958,10.198,65.323,11.8,5.898
2021-12-22 22:15:00,10.628,10.937,11.373,11.154,5.855,5.398,6.045,4.935,10.149,65.66,11.8,6.077
2021-12-22 22:30:00,10.603,10.912,11.349,11.126,5.72,5.261,5.907,4.811,10.124,65.915,11.8,5.924
